18
801 1713
543 759 105
310 401 926
426 412 18
591 779 772
910 442 439
877 873 66
71 844 21
194 6 781
43 318 233
329 810 222
235 79 584
859 643 157
881 289 402
705 593 553
888 25 354
225 74 369
210 61 944
853 198 663
909 763 586
313 78 422
790 662 700
776 663 983
574 839 572
989 783 740
38 863 279
310 45 976
190 393 234
52 16 397
392 957 505
580 871 977
130 867 54
279 173 269
845 556 125
973 156 403
345 729 273
573 824 446
42 113 911
935 771 517
887 915 863
676 53 409
933 500 203
872 515 551
757 556 738
449 574 281
402 973 539
14 551 394
962 35 685
743 13 274
705 609 157
332 297 86
174 563 416
920 288 180
121 340 626
593 127 993
804 299 377
580 76 283
956 398 656
986 713 377
857 315 431
257 213 850
355 642 934
139 738 362
315 206 321
624 721 274
334 775 684
360 340 444
222 895 250
748 627 85
16 542 370
299 38 805
911 43 981
824 156 267
666 401 616
547 793 579
699 354 91
702 215 511
488 538 670
172 389 580
826 34 560
712 267 688
492 500 346
134 441 82
707 599 130
705 746 766
286 220 33
748 992 874
480 369 7
289 656 958
56 697 946
889 88 244
488 135 756
663 634 506
322 904 193
21 476 47
738 856 198
685 216 702
66 850 148
906 821 447
891 776 848
415 827 654
736 45 795
119 92 58
633 650 432
753 793 938
873 337 171
416 892 884
755 442 939
49 321 17
918 503 490
751 534 114
99 301 177
273 944 702
648 848 116
263 758 13
786 978 474
275 292 9
130 177 187
823 391 230
750 296 623
212 359 873
179 561 429
157 895 982
577 54 649
727 556 393
362 311 554
92 309 115
219 232 336
282 221 61
130 691 112
696 182 438
944 2 290
505 566 523
381 727 758
706 532 839
221 474 802
517 498 319
894 833 544
490 988 519
644 843 907
651 897 166
747 458 555
508 833 710
856 94 748
387 273 297
422 163 707
905 86 513
201 23 450
693 887 745
352 517 558
472 613 67
470 105 935
436 672 362
218 815 278
808 897 165
455 666 599
18 931 209
982 787 826
438 799 429
295 126 952
426 963 464
668 559 501
612 29 366
488 368 395
330 228 346
710 900 698
195 675 367
598 274 507
628 716 586
366 874 984
517 545 881
828 14 694
213 318 310
196 371 698
906 552 850
26 206 449
908 872 366
534 727 567
378 978 908
426 167 934
417 890 811
141 548 168
180 356 488
289 931 532
21 17 451
599 630 661
241 587 178
482 238 619
96 448 44
890 631 509
197 992 228
295 952 746
465 601 589
204 780 275
465 37 982
802 562 889
720 796 628
401 214 328
56 557 894
233 882 192
681 904 422
572 607 769
217 103 681
484 78 726
783 795 534
16 972 314
412 815 418
888 506 156
730 224 25
225 481 630
536 297 293
11 970 329
950 540 981
478 78 300
304 534 323
34 115 431
490 192 287
903 244 231
889 196 800
962 239 429
194 39 696
182 316 285
274 195 819
680 41 178
946 806 273
956 850 960
524 403 862
67 379 927
742 804 688
681 852 690
561 188 87
743 869 904
79 138 611
659 422 157
40 79 407
820 746 205
851 520 70
461 637 498
493 730 316
923 949 172
178 673 320
590 334 766
46 485 901
929 7 416
235 475 119
25 218 213
944 157 193
212 117 945
168 925 242
218 683 512
173 943 560
268 21 350
680 314 164
770 395 801
817 487 898
617 719 888
424 389 500
344 876 756
237 614 730
598 147 6
227 587 323
832 589 396
607 355 206
35 131 202
663 539 866
495 557 969
581 279 412
196 813 677
911 772 770
933 45 201
810 608 907
96 296 201
754 394 680
636 825 358
361 593 996
942 959 182
733 928 694
605 27 654
939 370 755
337 628 63
569 429 741
371 102 303
749 180 426
964 631 538
640 135 602
27 264 899
403 298 802
906 453 713
871 701 374
348 430 836
150 254 768
242 954 201
858 764 726
229 138 593
506 959 520
962 744 507
991 687 464
123 77 571
269 863 427
347 88 32
961 422 523
286 664 211
899 494 464
625 884 216
992 25 153
581 9 974
755 166 425
481 298 262
895 504 789
742 115 601
94 173 485
433 840 663
649 881 583
472 230 188
122 320 949
288 828 999
627 136 395
481 982 980
306 281 560
810 183 585
482 168 150
556 864 194
961 363 585
105 318 520
507 711 122
346 616 419
348 541 501
986 125 425
651 637 268
827 761 946
756 321 399
211 353 294
84 448 996
897 934 542
209 528 260
486 254 699
733 121 915
877 835 107
24 575 202
115 250 362
534 820 861
183 70 309
769 843 554
769 653 364
577 243 352
849 554 336
175 830 426
23 190 135
600 438 726
771 919 724
36 942 75
25 568 401
912 293 3
256 369 988
319 328 487
493 980 856
408 838 165
512 187 453
497 472 49
39 665 44
767 618 643
273 1 771
657 181 124
153 103 568
229 522 526
613 474 681
913 857 658
779 707 897
64 286 314
839 503 43
403 795 64
246 643 984
948 700 546
678 27 515
517 274 268
655 361 706
419 639 557
977 832 621
621 162 274
52 698 741
844 688 143
525 498 765
748 534 513
787 809 775
381 23 630
117 462 956
637 675 945
814 156 747
550 387 860
596 59 23
420 245 888
903 658 1000
954 919 960
606 906 424
838 448 345
976 696 369
575 679 244
115 574 817
827 472 196
723 866 544
39 86 507
499 485 444
714 64 398
801 924 344
669 908 904
372 289 964
964 748 789
800 650 112
298 537 600
595 865 611
263 343 528
330 940 545
455 635 952
507 894 482
727 667 55
517 75 773
284 74 144
131 716 637
729 9 544
488 679 746
304 590 596
178 579 68
121 461 546
855 237 139
933 970 823
319 214 480
575 909 814
970 574 107
864 188 752
541 620 542
859 338 423
984 158 278
339 893 433
174 375 334
612 197 262
73 743 798
981 131 692
629 79 905
462 361 96
833 907 185
144 27 826
771 430 693
291 284 751
58 480 563
792 466 828
949 505 984
439 49 323
822 672 884
260 153 533
570 720 325
896 241 675
478 629 565
835 873 970
163 223 89
803 744 979
385 205 979
103 253 1
295 508 21
370 183 87
618 137 584
432 112 156
281 492 552
357 305 636
953 371 451
751 278 995
462 862 708
70 826 321
207 910 472
886 110 642
990 899 40
249 747 115
714 842 921
696 712 907
574 915 859
833 481 873
47 37 26
914 138 619
345 645 277
400 341 97
378 95 767
595 462 283
607 472 623
154 280 770
367 713 420
372 67 388
444 108 751
691 726 103
259 338 112
687 60 811
557 57 348
889 25 771
534 389 319
453 203 179
46 537 23
958 188 172
819 79 157
677 850 635
420 683 83
771 580 943
891 460 51
189 325 629
934 22 568
239 764 434
6 483 601
18 499 757
958 343 35
697 211 689
311 990 548
429 196 446
65 604 653
583 289 916
233 279 525
44 634 25
457 191 182
857 457 610
776 594 246
989 433 584
556 145 847
139 550 359
976 604 295
567 12 443
162 520 108
140 841 995
334 367 250
175 595 339
540 576 342
35 775 353
395 906 537
222 856 11
875 337 830
884 525 648
237 168 620
607 641 798
498 68 898
38 386 30
117 634 707
291 802 979
14 385 540
985 211 405
544 868 485
948 220 457
244 20 52
337 701 225
609 548 277
272 566 95
939 765 394
766 311 51
732 48 913
300 443 359
135 668 879
847 653 321
777 555 784
758 432 76
226 473 967
810 633 440
160 359 835
473 571 997
842 719 772
546 668 691
595 809 439
687 257 248
131 652 661
125 677 972
530 345 864
154 656 402
481 177 684
7 113 602
838 845 724
958 206 955
177 232 491
246 377 595
151 334 978
261 427 240
254 442 198
174 970 854
181 943 732
339 641 45
943 316 985
19 495 240
879 767 813
451 870 419
591 242 141
370 804 965
629 568 321
870 973 813
396 333 990
456 210 868
409 921 22
242 12 881
337 339 215
319 4 308
152 791 100
602 321 328
280 500 815
30 567 828
431 206 364
722 588 708
234 601 455
640 925 470
835 748 395
814 753 94
267 202 200
254 793 731
581 954 199
420 739 512
97 584 559
667 353 386
816 971 851
226 701 405
764 935 884
851 215 438
706 792 907
946 894 617
702 661 509
371 419 943
785 985 544
149 393 380
639 300 932
425 581 902
291 420 373
282 471 776
524 438 84
350 313 897
146 355 635
850 185 138
954 222 351
366 911 410
514 151 259
983 584 758
560 3 435
234 463 856
155 3 524
454 662 56
862 383 38
382 895 903
349 406 411
242 225 438
837 951 480
491 831 712
5 628 913
439 23 694
478 859 163
134 20 745
371 521 870
977 438 61
296 753 872
845 579 291
503 613 739
36 202 335
156 417 962
140 314 349
656 410 519
418 27 928
466 305 699
209 132 208
850 278 15
441 799 208
697 247 271
116 366 629
489 204 493
610 868 686
522 318 771
607 313 922
621 340 131
853 850 209
549 724 154
567 183 296
301 598 734
578 881 233
141 464 594
452 789 627
182 496 627
560 637 485
874 121 612
506 402 959
587 132 53
941 967 911
976 498 852
575 447 423
764 983 92
61 816 157
504 5 670
222 562 744
899 32 382
796 400 126
388 641 168
74 800 506
883 580 789
259 332 324
132 770 821
856 934 800
178 285 227
777 142 33
95 107 415
574 179 249
740 371 408
817 762 872
247 580 396
717 442 182
753 155 58
107 333 653
21 270 523
406 234 434
659 385 246
135 726 74
157 534 708
255 204 498
913 662 52
526 844 11
482 720 649
947 573 5
837 679 309
142 143 339
849 12 256
163 905 887
284 626 147
364 439 933
518 384 210
777 800 999
562 27 712
626 188 496
538 805 185
439 65 518
745 588 762
319 647 650
484 887 720
240 622 956
219 940 496
698 991 435
562 830 614
60 563 850
553 40 331
544 41 699
789 388 640
160 691 314
8 715 528
748 193 609
344 479 316
716 804 706
606 950 879
543 584 646
930 410 962
186 341 69
865 894 775
683 722 364
975 568 417
255 636 113
931 613 771
238 435 993
102 44 958
172 647 424
532 753 26
588 756 34
542 633 790
103 331 38
847 671 580
380 588 541
823 961 193
517 668 730
620 177 217
942 136 618
764 197 480
127 326 150
223 249 203
815 38 807
861 550 545
957 284 760
848 325 863
684 972 137
54 291 17
613 300 662
440 944 236
445 360 528
722 770 576
129 63 989
805 677 809
972 677 343
910 869 539
389 650 17
97 439 773
637 305 239
30 397 471
844 368 69
189 894 5
933 630 963
6 622 105
659 355 73
301 544 396
288 102 616
352 646 428
496 883 230
339 809 829
678 366 197
310 872 467
316 249 72
454 698 492
852 989 30
112 235 263
279 323 270
1 566 504
112 292 128
949 400 705
424 36 29
734 121 22
506 76 720
119 423 616
705 241 406
350 986 282
694 821 395
954 412 259
375 785 426
119 706 56
50 802 86
708 831 590
200 84 984
631 138 553
116 210 666
555 191 856
402 682 746
705 881 922
931 672 24
171 5 511
912 644 264
700 343 337
49 831 129
907 91 600
67 65 616
172 408 185
293 504 30
959 23 631
845 959 818
283 747 174
717 64 99
391 656 264
127 874 44
74 951 224
657 792 588
564 508 18
547 342 922
858 461 825
564 874 130
441 86 448
723 970 200
889 734 741
451 338 451
885 498 144
657 489 387
902 372 68
118 552 369
402 871 237
861 346 430
480 382 797
574 543 435
30 44 24
5 173 983
813 931 493
296 133 12
681 120 919
708 441 206
812 258 506
322 136 923
383 365 534
197 14 262
613 487 898
189 502 856
342 737 829
259 837 309
225 642 764
566 238 200
778 908 70
363 770 122
726 947 839
581 533 36
405 789 201
465 211 353
227 752 107
475 18 93
102 312 955
505 439 34
273 278 12
979 133 621
199 92 615
325 536 259
322 137 696
142 920 524
843 924 492
592 432 28
29 349 99
718 135 435
604 674 40
528 596 644
627 731 763
770 372 817
865 488 390
235 451 706
688 335 196
282 195 66
801 384 961
629 313 772
945 447 911
389 296 438
982 661 200
48 640 517
578 165 390
767 855 359
582 209 151
76 132 905
372 140 426
707 771 207
144 56 183
441 430 58
853 499 744
813 849 100
887 672 575
853 748 606
648 251 696
842 497 328
104 578 667
655 478 676
355 623 825
38 330 782
972 694 371
113 220 503
959 204 974
103 20 268
417 277 404
696 990 157
107 331 116
991 850 268
10 942 655
671 668 195
480 256 672
139 388 333
459 863 531
861 216 449
499 259 733
19 780 602
675 578 2
181 768 415
525 707 293
979 860 95
372 605 514
967 892 680
764 795 859
773 808 172
579 669 107
802 630 978
107 300 807
342 885 543
517 296 170
794 644 739
371 180 234
292 381 697
583 593 998
77 54 76
901 31 617
640 313 565
104 747 393
724 18 951
602 189 298
975 78 717
886 419 68
348 375 985
756 400 187
640 137 713
239 143 707
968 678 467
345 12 283
28 263 162
838 421 872
801 443 555
822 692 472
563 839 790
539 692 356
282 145 573
553 96 866
621 871 105
188 462 429
803 459 273
373 392 214
152 642 214
328 179 286
467 762 912
139 342 968
43 194 618
321 732 33
846 422 823
666 777 77
190 861 390
814 327 251
839 447 116
156 474 317
648 689 420
798 606 226
299 905 165
216 63 757
842 17 95
959 166 606
728 633 46
592 672 914
989 971 471
68 840 16
583 9 436
594 726 331
224 802 906
447 735 228
630 827 583
254 825 148
185 916 927
23 913 251
92 979 347
590 953 656
824 82 947
974 803 917
899 832 257
870 327 81
467 70 595
464 932 649
559 340 761
805 684 354
90 173 140
706 579 593
201 288 710
213 531 398
594 815 768
273 864 221
62 325 862
550 593 999
801 75 637
190 280 297
215 689 840
664 262 977
709 322 362
465 716 903
151 653 274
965 596 537
794 176 354
856 543 496
451 614 508
876 632 66
925 635 555
606 601 37
78 160 743
354 837 147
847 261 943
158 555 764
410 855 498
485 290 913
989 93 922
803 384 608
616 869 947
841 610 559
356 105 689
128 801 563
551 652 569
211 406 490
687 954 870
208 173 41
266 366 680
24 784 249
244 905 959
454 393 276
668 940 733
26 533 834
114 655 142
246 385 171
751 148 481
424 912 735
798 554 733
396 197 23
118 919 855
237 71 400
789 565 942
416 74 719
540 934 826
10 905 614
162 755 865
951 113 578
974 281 868
142 872 188
210 350 901
772 532 992
887 108 772
125 66 702
92 154 578
666 31 203
96 224 58
413 945 713
775 277 279
380 615 841
974 664 968
181 580 271
879 351 185
852 434 838
38 424 641
689 308 791
571 924 144
306 655 79
723 822 391
204 197 15
169 195 970
431 155 924
572 156 347
787 50 921
209 113 395
556 246 516
459 893 975
880 525 712
563 383 892
93 380 746
166 618 82
23 874 100
481 149 964
885 481 322
632 756 845
511 131 224
724 444 969
460 390 870
773 895 618
818 648 881
570 500 646
22 519 457
523 725 193
198 610 177
954 397 40
640 267 398
271 978 469
144 465 416
231 887 383
41 228 507
867 624 703
112 487 529
839 764 880
681 170 903
991 763 937
724 600 585
24 362 265
33 480 699
33 24 630
926 363 446
650 183 253
621 60 278
312 363 256
403 664 417
159 280 57
757 597 240
894 347 406
516 266 180
427 707 151
918 581 642
165 145 580
409 556 563
788 934 728
930 630 400
14 602 461
643 899 592
452 631 621
271 680 647
395 857 486
870 977 718
701 519 363
562 157 669
666 421 378
901 74 661
878 363 319
559 133 44
174 48 571
934 243 457
447 653 430
709 232 974
414 328 556
936 757 460
861 603 165
318 218 885
412 443 111
969 62 999
108 334 296
681 35 712
222 115 460
185 704 668
368 677 788
118 400 527
634 189 282
837 956 669
785 285 523
712 775 976
390 202 85
314 546 309
43 851 393
649 269 536
239 506 454
940 816 202
371 863 32
873 174 204
99 878 681
448 21 877
46 826 800
400 782 897
292 786 988
868 932 999
949 913 344
550 763 750
478 33 238
956 868 372
957 971 968
182 199 89
586 376 878
693 815 765
535 833 762
569 287 785
7 559 533
717 875 228
91 644 240
892 285 579
200 841 965
844 957 875
661 293 671
882 235 609
894 145 463
541 416 202
437 760 713
18 964 259
221 586 437
657 975 823
814 530 301
447 728 176
331 379 814
117 700 849
555 638 993
915 699 199
59 765 503
254 21 453
167 273 234
468 201 439
153 108 217
523 324 533
601 599 277
414 605 417
404 7 132
785 964 394
529 263 258
64 265 798
623 311 181
157 30 171
61 162 684
493 624 761
943 966 743
744 947 150
952 872 76
814 511 126
193 303 594
253 304 552
813 531 924
302 951 897
742 859 529
312 235 988
926 130 426
781 794 472
118 552 663
54 500 475
879 28 709
195 379 171
621 466 929
557 714 924
812 770 530
885 171 685
479 119 653
125 926 74
485 208 398
705 667 555
880 924 746
245 242 675
56 655 992
55 614 406
500 812 692
295 322 927
489 96 628
231 760 486
640 397 231
874 296 789
24 977 203
585 285 315
372 742 221
195 887 611
435 192 541
172 366 29
964 600 209
5 136 812
426 853 474
379 814 370
431 59 991
754 289 270
517 529 354
194 20 538
628 314 569
338 909 910
624 367 624
39 401 64
814 211 513
714 123 567
509 74 982
197 57 369
612 366 659
280 691 147
539 165 530
139 939 609
730 139 395
825 78 665
722 145 406
172 820 786
87 629 311
379 547 286
351 600 262
345 939 673
521 378 515
443 964 480
26 38 636
670 255 278
851 808 535
410 86 179
243 628 735
818 157 512
346 718 82
243 206 326
249 97 791
181 81 283
829 8 615
83 175 550
11 511 789
227 19 166
286 603 837
295 422 403
359 571 363
378 172 218
294 210 998
593 736 545
673 131 283
243 240 227
162 625 980
206 899 769
495 960 122
857 558 121
531 552 946
746 396 943
187 636 52
745 501 907
511 20 805
197 195 527
39 809 128
151 430 35
752 751 473
504 514 199
127 604 67
339 921 633
618 245 488
286 484 314
114 213 986
984 127 288
266 414 189
62 783 632
659 193 598
631 897 203
527 19 418
961 795 402
407 447 694
140 896 878
847 241 311
165 634 30
562 657 473
980 56 414
152 263 469
946 402 115
585 683 828
710 893 78
491 440 767
558 81 128
290 896 356
496 403 47
126 340 996
989 217 378
146 475 404
385 480 596
607 801 274
815 599 459
283 43 794
155 956 487
940 597 878
56 292 26
728 145 224
266 21 11
37 929 917
943 860 833
721 465 834
987 665 886
158 554 873
199 125 659
472 273 665
660 543 634
279 168 504
280 878 158
929 332 236
89 359 379
741 350 15
253 498 777
22 228 343
766 147 502
539 752 836
764 209 292
922 422 906
590 814 400
26 922 818
471 974 936
755 772 144
743 193 956
795 930 447
241 440 47
825 371 811
149 169 607
864 763 865
696 252 692
167 539 120
139 54 37
338 982 254
322 964 993
673 829 714
196 592 341
266 99 505
387 287 237
530 19 336
719 603 878
584 729 425
551 712 567
200 802 44
286 723 231
196 664 757
736 692 622
805 424 978
165 176 517
666 44 278
513 164 732
579 697 180
633 661 275
22 903 950
579 61 451
956 187 41
830 800 284
428 537 416
204 327 159
812 924 341
712 783 35
492 818 409
110 864 106
82 333 528
443 716 477
439 877 783
748 628 772
408 545 292
566 142 24
597 145 167
866 550 34
183 894 321
425 301 901
749 735 556
112 118 665
978 313 979
660 385 859
757 338 418
728 810 45
297 18 549
573 366 504
487 712 617
527 54 505
486 499 248
155 758 409
220 664 514
464 527 640
313 347 677
661 541 229
565 419 610
526 494 88
421 492 38
970 32 94
320 591 86
657 51 195
485 380 258
858 589 881
64 341 440
542 909 343
706 663 844
13 493 698
350 985 34
935 431 174
163 735 576
339 225 785
805 813 993
768 199 520
257 634 477
871 214 200
527 354 319
250 957 669
449 660 982
922 793 133
988 277 751
554 896 934
305 953 583
570 69 511
544 569 439
39 560 207
990 808 931
926 988 860
451 396 458
900 953 151
837 310 622
809 889 634
302 220 917
587 304 300
792 59 819
882 104 337
590 125 478
329 447 41
925 246 943
134 764 144
940 505 872
9 676 172
606 267 967
582 321 826
